Model,Aggregation_method,Train_field,Test_field,Training_features,Feature_Importances,RMSE_test,RMSE_train,R2_test,R2_train,GKF_CV,DataTime
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],"['weather_features', 'base_indices']","[0.01450627 0.37973147 0.16556121 0.15050388 0.28969717 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",122.851430,60.287506,-0.673187,0.223480,False,2021-11-15 22:00:29.296138
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],"['weather_features', 'base_indices']",,119.854224,51.721278,-0.592542,0.428474,False,2021-11-15 22:00:32.370918
LinearRegression(),Trapezoid,all_mix,all_mix,['base_indices'],,97.138270,96.926245,0.224116,0.229443,True,2021-11-15 22:00:33.116212
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,all_mix,all_mix,['base_indices'],[0.17269082 0.12091557 0.26040974 0.17720299 0.26878088],82.300176,30.475238,0.443243,0.923822,True,2021-11-15 22:00:38.765109
GradientBoostingRegressor(random_state=1),Trapezoid,all_mix,all_mix,['base_indices'],[0.1146099  0.07160826 0.28907359 0.17655514 0.34815311],85.243971,76.739050,0.402892,0.516989,True,2021-11-15 22:00:43.319536
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,all_mix,all_mix,['base_indices'],[0.03067458 0.03577272 0.46500019 0.10590963 0.36264289],93.393635,91.198410,0.283326,0.317834,True,2021-11-15 22:00:44.927421
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,all_mix,all_mix,['base_indices'],,97.138270,96.926245,0.224116,0.229443,True,2021-11-15 22:00:52.683799
LinearRegression(),Trapezoid,Graminor_2019_Trapz,Graminor_2019_Trapz,['base_indices'],,39.219354,38.797646,0.379399,0.405179,True,2021-11-15 22:00:52.754610
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Graminor_2019_Trapz,Graminor_2019_Trapz,['base_indices'],[0.13873423 0.20672662 0.14543395 0.17426741 0.33483779],41.882544,15.519927,0.291146,0.904792,True,2021-11-15 22:00:54.523909
GradientBoostingRegressor(random_state=1),Trapezoid,Graminor_2019_Trapz,Graminor_2019_Trapz,['base_indices'],[0.10874015 0.18741435 0.18828091 0.18557323 0.32999136],41.537353,25.354876,0.303706,0.745907,True,2021-11-15 22:00:55.589770
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Graminor_2019_Trapz,Graminor_2019_Trapz,['base_indices'],[0. 0. 0. 0. 0.],50.522197,50.305735,-0.031492,-0.000060,True,2021-11-15 22:00:56.630040
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Graminor_2019_Trapz,Graminor_2019_Trapz,['base_indices'],,39.219354,38.797646,0.379399,0.405179,True,2021-11-15 22:00:57.390010
LinearRegression(),Trapezoid,Graminor_2020_Trapz,Graminor_2020_Trapz,['base_indices'],,50.949795,50.573928,0.731404,0.742570,True,2021-11-15 22:00:57.463914
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Graminor_2020_Trapz,Graminor_2020_Trapz,['base_indices'],[0.05923436 0.03859739 0.71173182 0.03498106 0.15545536],45.051152,17.067775,0.791175,0.970690,True,2021-11-15 22:00:59.451188
GradientBoostingRegressor(random_state=1),Trapezoid,Graminor_2020_Trapz,Graminor_2020_Trapz,['base_indices'],[0.03528927 0.02269624 0.76694569 0.02124474 0.15382405],45.770028,32.227671,0.785297,0.895471,True,2021-11-15 22:01:00.774675
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Graminor_2020_Trapz,Graminor_2020_Trapz,['base_indices'],[0. 0. 1. 0. 0.],62.356522,61.261514,0.603696,0.622372,True,2021-11-15 22:01:01.918630
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Graminor_2020_Trapz,Graminor_2020_Trapz,['base_indices'],,50.949795,50.573928,0.731404,0.742570,True,2021-11-15 22:01:02.915903
LinearRegression(),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['base_indices'],,49.540957,48.958451,0.641439,0.662394,True,2021-11-15 22:01:02.992243
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['base_indices'],[0.15568364 0.28628276 0.22761996 0.16452582 0.16588782],56.363452,21.147346,0.534526,0.937022,True,2021-11-15 22:01:04.761500
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['base_indices'],[0.14909856 0.26143586 0.1811027  0.20961381 0.19874907],55.244066,29.167561,0.550779,0.880156,True,2021-11-15 22:01:05.746030
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['base_indices'],[0. 0. 0. 0. 0.],84.016163,84.298967,-0.007964,-0.000013,True,2021-11-15 22:01:06.806538
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2019_Trapz,Masbasis_2019_Trapz,['base_indices'],,49.540957,48.958451,0.641439,0.662394,True,2021-11-15 22:01:07.539595
LinearRegression(),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['base_indices'],,67.428535,66.883143,0.470691,0.514582,True,2021-11-15 22:01:07.631347
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['base_indices'],[0.09473776 0.07649321 0.1334564  0.13018862 0.56512402],68.596679,25.939753,0.457286,0.926962,True,2021-11-15 22:01:09.411834
GradientBoostingRegressor(random_state=1),Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['base_indices'],[0.09491294 0.05249605 0.12182039 0.12478524 0.60598537],69.186925,37.672302,0.449060,0.846071,True,2021-11-15 22:01:10.344491
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['base_indices'],[0. 0. 0. 0. 0.],96.521992,96.027839,-0.067240,-0.000065,True,2021-11-15 22:01:11.418208
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Masbasis_2020_Trapz,Masbasis_2020_Trapz,['base_indices'],,67.428535,66.883143,0.470691,0.514582,True,2021-11-15 22:01:12.285469
LinearRegression(),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['base_indices'],,54.678508,50.944653,0.681197,0.737343,True,2021-11-15 22:01:12.369245
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['base_indices'],[0.06740127 0.18813069 0.09484772 0.09840283 0.55121749],55.280869,21.907532,0.657365,0.951295,True,2021-11-15 22:01:14.109404
GradientBoostingRegressor(random_state=1),Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['base_indices'],[0.07802161 0.2245419  0.07775906 0.08290123 0.5367762 ],58.993856,6.622270,0.623062,0.995547,True,2021-11-15 22:01:14.727366
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['base_indices'],[0. 0. 0. 0. 0.],99.433897,99.446425,-0.032734,-0.000109,True,2021-11-15 22:01:15.746618
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Robot_2020_Trapz,Robot_2020_Trapz,['base_indices'],,54.678508,50.944653,0.681197,0.737343,True,2021-11-15 22:01:16.115466
LinearRegression(),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['base_indices'],,76.555670,75.672143,0.341306,0.364829,True,2021-11-15 22:01:16.190266
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['base_indices'],[0.15266491 0.09441391 0.38338724 0.15346952 0.21606442],74.600813,27.693748,0.374581,0.914925,True,2021-11-15 22:01:18.806808
GradientBoostingRegressor(random_state=1),Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['base_indices'],[0.13980961 0.05444456 0.42928779 0.13296655 0.24349149],75.044666,54.294653,0.369208,0.672962,True,2021-11-15 22:01:20.481683
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['base_indices'],[0.03228353 0.00569756 0.81886713 0.0249227  0.11822908],80.304560,78.653841,0.278152,0.313911,True,2021-11-15 22:01:21.665620
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Staur_2019_Trapz,Staur_2019_Trapz,['base_indices'],,76.555670,75.672143,0.341306,0.364829,True,2021-11-15 22:01:23.257273
LinearRegression(),Trapezoid,Staur_2020_Trapz,Staur_2020_Trapz,['base_indices'],,50.746357,50.181804,0.654208,0.669505,True,2021-11-15 22:01:23.346608
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,Staur_2020_Trapz,Staur_2020_Trapz,['base_indices'],[0.09214608 0.06859317 0.29790384 0.09846503 0.44289189],53.807833,19.934939,0.611081,0.947840,True,2021-11-15 22:01:25.326294
GradientBoostingRegressor(random_state=1),Trapezoid,Staur_2020_Trapz,Staur_2020_Trapz,['base_indices'],[0.06373691 0.0366453  0.31339257 0.08760237 0.49862285],53.159967,37.722457,0.620436,0.813247,True,2021-11-15 22:01:26.701358
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,Staur_2020_Trapz,Staur_2020_Trapz,['base_indices'],[0.         0.         0.27039613 0.         0.72960387],68.125282,66.207265,0.378827,0.424734,True,2021-11-15 22:01:28.017780
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,Staur_2020_Trapz,Staur_2020_Trapz,['base_indices'],,50.746357,50.181804,0.654208,0.669505,True,2021-11-15 22:01:29.243158
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz', 'Staur_2019_Trapz', 'Staur_2020_Trapz']",Graminor_2019_Trapz,['base_indices'],,67.709898,101.052355,-0.810191,0.249829,False,2021-11-15 22:01:32.119157
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz', 'Staur_2019_Trapz', 'Staur_2020_Trapz']",Graminor_2020_Trapz,['base_indices'],,142.554937,89.104020,-1.043123,0.263968,False,2021-11-15 22:01:34.845863
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2020_Trapz', 'Staur_2019_Trapz', 'Staur_2020_Trapz']",Masbasis_2019_Trapz,['base_indices'],,65.456040,100.476477,0.397396,0.212870,False,2021-11-15 22:01:38.090293
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Staur_2019_Trapz', 'Staur_2020_Trapz']",Masbasis_2020_Trapz,['base_indices'],,125.023639,93.995231,-0.691552,0.259253,False,2021-11-15 22:01:41.314401
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz', 'Staur_2020_Trapz']",Staur_2019_Trapz,['base_indices'],,152.380399,76.862408,-1.574200,0.324171,False,2021-11-15 22:01:43.395243
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz', 'Staur_2019_Trapz']",Staur_2020_Trapz,['base_indices'],,64.560220,103.758125,0.453503,0.181079,False,2021-11-15 22:01:45.905061
LinearRegression(),Trapezoid,"['Staur_2019_Trapz', 'Staur_2020_Trapz']","['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",['base_indices'],,122.044053,89.255906,-0.641841,0.317687,False,2021-11-15 22:01:45.933590
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,"['Staur_2019_Trapz', 'Staur_2020_Trapz']","['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",['base_indices'],[0.14836278 0.12622083 0.23168752 0.19448135 0.29924753],123.255546,31.639561,-0.674599,0.914263,False,2021-11-15 22:01:46.881701
GradientBoostingRegressor(random_state=1),Trapezoid,"['Staur_2019_Trapz', 'Staur_2020_Trapz']","['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",['base_indices'],[0.11824657 0.07300934 0.20410903 0.22263592 0.38199914],117.341305,71.500368,-0.517748,0.562149,False,2021-11-15 22:01:47.652924
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,"['Staur_2019_Trapz', 'Staur_2020_Trapz']","['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",['base_indices'],[0.02377188 0.04479964 0.34783639 0.14053555 0.44305654],120.549368,86.378797,-0.601872,0.360966,False,2021-11-15 22:01:48.158784
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Staur_2019_Trapz', 'Staur_2020_Trapz']","['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']",['base_indices'],,122.044053,89.255906,-0.641841,0.317687,False,2021-11-15 22:01:48.653462
LinearRegression(),Trapezoid,"['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']","['Staur_2019_Trapz', 'Staur_2020_Trapz']",['base_indices'],,127.021710,82.893458,-0.381866,0.242577,False,2021-11-15 22:01:48.680404
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,"['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']","['Staur_2019_Trapz', 'Staur_2020_Trapz']",['base_indices'],[0.16741826 0.13498291 0.26959073 0.16241114 0.26559697],117.929433,24.558746,-0.191117,0.933517,False,2021-11-15 22:01:49.628851
GradientBoostingRegressor(random_state=1),Trapezoid,"['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']","['Staur_2019_Trapz', 'Staur_2020_Trapz']",['base_indices'],[0.16464736 0.06963519 0.27581805 0.16226842 0.32763098],118.083155,59.291770,-0.194224,0.612487,False,2021-11-15 22:01:50.477840
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,"['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']","['Staur_2019_Trapz', 'Staur_2020_Trapz']",['base_indices'],[0.00706254 0.11046185 0.61533219 0.06297088 0.20417254],124.962756,81.332059,-0.337430,0.270842,False,2021-11-15 22:01:51.062242
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2019_Trapz', 'Graminor_2020_Trapz', 'Masbasis_2019_Trapz', 'Masbasis_2020_Trapz']","['Staur_2019_Trapz', 'Staur_2020_Trapz']",['base_indices'],,127.021710,82.893458,-0.381866,0.242577,False,2021-11-15 22:01:51.604435
LinearRegression(),Trapezoid,['Staur_2020_Trapz'],"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['base_indices'],,103.984459,50.229212,-0.108036,0.669196,False,2021-11-15 22:01:51.652305
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,['Staur_2020_Trapz'],"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['base_indices'],[0.09214608 0.06859317 0.29790384 0.09846503 0.44289189],101.447947,19.825177,-0.054638,0.948466,False,2021-11-15 22:01:52.394267
GradientBoostingRegressor(random_state=1),Trapezoid,['Staur_2020_Trapz'],"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['base_indices'],[0.06373691 0.0366453  0.31339257 0.08760237 0.49862285],101.888474,39.315525,-0.063818,0.797332,False,2021-11-15 22:01:52.914907
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,['Staur_2020_Trapz'],"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['base_indices'],[0.         0.         0.27039613 0.         0.72960387],113.868951,64.996227,-0.328702,0.446097,False,2021-11-15 22:01:53.435164
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,['Staur_2020_Trapz'],"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['base_indices'],,103.984459,50.229212,-0.108036,0.669196,False,2021-11-15 22:01:53.586286
LinearRegression(),Trapezoid,"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['Staur_2020_Trapz'],['base_indices'],,105.915210,76.768614,-0.470869,0.396073,False,2021-11-15 22:01:53.605237
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['Staur_2020_Trapz'],['base_indices'],[0.10777058 0.07815039 0.42636796 0.1045772  0.28313386],78.434355,24.547481,0.193378,0.938251,False,2021-11-15 22:01:54.369007
GradientBoostingRegressor(random_state=1),Trapezoid,"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['Staur_2020_Trapz'],['base_indices'],[0.07413292 0.06473141 0.48571946 0.08701289 0.28840331],81.376400,51.791343,0.131731,0.725127,False,2021-11-15 22:01:54.920730
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['Staur_2020_Trapz'],['base_indices'],[0.         0.00677891 0.82537093 0.01604547 0.1518047 ],92.465429,77.546545,-0.121027,0.383771,False,2021-11-15 22:01:55.467739
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2020_Trapz', 'Masbasis_2020_Trapz']",['Staur_2020_Trapz'],['base_indices'],,105.915210,76.768614,-0.470869,0.396073,False,2021-11-15 22:01:55.710311
LinearRegression(),Trapezoid,['Staur_2019_Trapz'],"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['base_indices'],,114.537925,75.761463,-1.802828,0.363672,False,2021-11-15 22:01:55.730260
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,['Staur_2019_Trapz'],"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['base_indices'],[0.15266491 0.09441391 0.38338724 0.15346952 0.21606442],116.181562,27.458363,-1.883847,0.916414,False,2021-11-15 22:01:56.513416
GradientBoostingRegressor(random_state=1),Trapezoid,['Staur_2019_Trapz'],"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['base_indices'],[0.13980961 0.05444456 0.42928779 0.13296655 0.24349149],122.452111,55.783269,-2.203541,0.655021,False,2021-11-15 22:01:57.071496
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,['Staur_2019_Trapz'],"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['base_indices'],[0.03228353 0.00569756 0.81886713 0.0249227  0.11822908],109.846949,77.932598,-1.577946,0.326679,False,2021-11-15 22:01:57.613294
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,['Staur_2019_Trapz'],"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['base_indices'],,114.537925,75.761463,-1.802828,0.363672,False,2021-11-15 22:01:57.859816
LinearRegression(),Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],['base_indices'],,123.314342,51.880468,-0.685820,0.424950,False,2021-11-15 22:01:57.878743
"RandomForestRegressor(n_jobs=-1, random_state=1)",Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],['base_indices'],[0.21212872 0.18025152 0.15531255 0.21593152 0.23637569],118.733908,19.068318,-0.562909,0.922318,False,2021-11-15 22:01:58.597420
GradientBoostingRegressor(random_state=1),Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],['base_indices'],[0.23754272 0.12008613 0.12212779 0.24324129 0.27700207],120.749918,37.373457,-0.616433,0.701582,False,2021-11-15 22:01:59.214477
"RandomForestRegressor(max_depth=100, min_samples_split=400, n_estimators=50,
                      n_jobs=-1, random_state=1)",Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],['base_indices'],[0.01450627 0.37973147 0.16556121 0.15050388 0.28969717],122.851430,60.287506,-0.673187,0.223480,False,2021-11-15 22:01:59.746022
"Lasso(alpha=0, max_iter=50000, random_state=1, selection='random')",Trapezoid,"['Graminor_2019_Trapz', 'Masbasis_2019_Trapz']",['Staur_2019_Trapz'],['base_indices'],,123.314342,51.880468,-0.685820,0.424950,False,2021-11-15 22:01:59.961039
LinearRegression(),Simpsons,all_mix,all_mix,"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']",,59.868144,59.086634,0.705400,0.713653,True,2021-11-15 22:47:25.426397
"RandomForestRegressor(n_jobs=-1, random_state=1)",Simpsons,all_mix,all_mix,"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[2.64742594e-02 1.15116197e-02 1.38645616e-02 8.91563500e-03
 4.20284765e-03 2.81681275e-02 7.08189162e-02 2.51905816e-03
 3.44579558e-03 6.91461421e-02 9.39374570e-03 1.20280870e-02
 2.83398078e-03 2.75321021e-03 1.95429165e-02 2.09168351e-02
 1.85133703e-02 1.20652198e-02 3.48963234e-03 1.66658124e-02
 1.21847674e-02 1.43303803e-01 1.80327379e-02 1.20353707e-02
 4.56304837e-03 2.92277335e-03 4.08781712e-03 8.70923116e-03
 1.37954226e-02 3.02011105e-03 9.00593915e-03 8.63899382e-03
 3.16376165e-02 9.48531923e-03 3.33228937e-04 2.19835077e-04
 1.02626816e-04 1.41351180e-04 5.35002627e-04 1.81827001e-03
 5.79404587e-03 5.81448191e-03 1.44531533e-04 1.67160527e-04
 8.43723257e-04 1.84106448e-04 4.65330645e-04 5.65056590e-03
 5.80116478e-03 8.38830195e-03 2.79927973e-03 2.14623376e-04
 9.13106218e-03 0.00000000e+00 2.18819527e-04 1.99547906e-02
 1.06354769e-03 4.85573697e-03 2.63580640e-04 8.70564248e-05
 5.37634701e-04 1.53694313e-04 2.52311626e-04 1.42089339e-04
 6.02114212e-03 8.75377046e-03 2.74073081e-04 1.69949954e-04
 2.28173462e-02 0.00000000e+00 1.45424628e-02 4.91740188e-02
 4.06306990e-04 7.18126263e-05 1.20961070e-02 1.22883578e-03
 2.62917119e-02 6.04944153e-03 1.39927627e-02 1.12543409e-04
 1.74989762e-02 2.14107423e-02 4.50956132e-04 2.84364843e-04
 8.32629850e-04 5.49792720e-03 5.96950738e-03 4.78690141e-04
 6.11948755e-04 5.65743547e-04 4.03020530e-05 2.50584882e-04
 2.07275483e-04 0.00000000e+00 1.92042540e-04 1.69281768e-04
 8.64693210e-03 8.37651728e-03 5.17024628e-05 8.83216882e-05
 1.93430079e-04 1.65796454e-04 7.58233812e-04 5.47171269e-03
 8.46970909e-05 5.64450989e-03 2.63269813e-04 2.40087660e-04
 1.04186575e-04 2.37764953e-02 1.60978830e-04 2.95785191e-03
 8.59219308e-03 2.82324804e-03 1.59265903e-04 2.06631479e-04]",57.524605,21.345227,0.727870,0.962626,True,2021-11-15 22:48:03.243425
GradientBoostingRegressor(random_state=1),Simpsons,all_mix,all_mix,"['spectral_indices_all', 'weather_features', 'base_indices', 'Environment_feature']","[1.25854198e-02 1.34334243e-03 8.47615227e-03 1.90552498e-03
 1.36798579e-03 5.23237779e-03 1.05745935e-01 1.81462575e-04
 4.97515367e-04 1.21317265e-01 3.15770551e-03 2.14007934e-03
 6.70342157e-04 8.06230637e-04 8.41120492e-03 1.12683445e-02
 7.63011560e-03 4.07262370e-03 1.93079372e-04 6.15937207e-03
 7.55204787e-03 6.42976417e-02 4.22288603e-02 1.91496024e-03
 7.82782577e-04 5.47560527e-05 2.62699548e-04 3.81945749e-04
 1.73228988e-02 2.84285136e-03 6.04105347e-03 9.60784114e-03
 6.85504845e-02 9.74108292e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.45648052e-04 0.00000000e+00
 0.00000000e+00 3.26528790e-04 1.30550621e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.03899236e-02 0.00000000e+00
 5.99213684e-02 3.03184440e-03 0.00000000e+00 0.00000000e+00
 1.15165383e-02 0.00000000e+00 1.95597528e-03 9.46042509e-03
 2.06265866e-02 4.38705546e-02 0.00000000e+00 0.00000000e+00
 4.95690791e-04 0.00000000e+00 4.91014183e-03 0.00000000e+00
 1.23378927e-03 0.00000000e+00 1.24558323e-04 0.00000000e+00
 3.96515446e-04 0.00000000e+00 3.82421977e-04 3.23974563e-03
 6.42429607e-04 0.00000000e+00 6.80589355e-02 0.00000000e+00
 1.44659099e-03 1.85091992e-03 0.00000000e+00 3.19937369e-03
 8.11268093e-06 2.58843690e-05 1.16128069e-03 0.00000000e+00
 1.66439259e-03 3.24290876e-03 4.02845110e-03 2.03586669e-03
 4.79493708e-03 5.29075771e-03 1.33438323e-04 1.17315233e-04
 6.15568835e-04 0.00000000e+00 2.08710294e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.64625991e-02 0.00000000e+00 2.77609400e-04 0.00000000e+00
 3.59562914e-02 1.43054124e-04 0.00000000e+00 8.21814771e-04
 0.00000000e+00 8.24354831e-02 2.60636725e-04 2.24191580e-03
 1.05473554e-06 4.46346343e-02 1.61283959e-04 0.00000000e+00]",58.814515,51.357948,0.715472,0.783648,True,2021-11-15 22:48:37.807678
